0.002862,-0.068628,3.644756,1.727453,0.139505,8.912809,-0.019365,-0.003481,-0.031895
0.007815,-0.065602,3.630944,1.725907,0.140229,8.913170,-0.032125,-0.030448,-0.024561
0.012816,-0.066096,3.636830,1.724921,0.139670,8.866570,-0.007197,-0.011078,-0.003679
0.017810,-0.064649,3.704772,1.725250,0.139308,8.912776,-0.000555,-0.021273,-0.012689
0.022814,-0.064747,3.754199,1.724099,0.139998,8.912184,-0.029987,-0.069187,-0.055934
0.027809,-0.059617,3.768373,1.722422,0.139867,8.912842,-0.028606,-0.040741,-0.058302
0.032813,-0.063202,3.788960,1.723013,0.139407,8.858974,-0.008908,0.009147,-0.002626
0.037809,-0.060439,3.825792,1.722948,0.139966,8.911690,0.011580,0.002109,0.015132
0.042815,-0.060637,3.861802,1.721336,0.140064,8.911263,-0.013380,-0.054092,-0.045970
0.047809,-0.060176,3.889294,1.720777,0.139571,8.854994,-0.016077,-0.045937,-0.074153
0.052814,-0.063202,3.907809,1.720876,0.140031,8.910901,-0.016701,-0.000851,-0.025120
0.057809,-0.060078,3.910012,1.719725,0.140262,8.910507,-0.023410,-0.008348,0.007996
0.062814,-0.056690,3.934216,1.719297,0.139637,8.844997,-0.030776,-0.059847,-0.015287
0.067809,-0.060110,4.006960,1.719363,0.139538,8.910638,-0.019102,-0.071324,-0.041727
0.072814,-0.057216,4.073258,1.718541,0.139998,8.909388,-0.003218,-0.023311,-0.044391
0.077809,-0.054421,4.084866,1.717456,0.140196,8.908895,-0.014531,0.012600,-0.027850
0.082814,-0.056657,4.086280,1.717818,0.139768,8.823226,-0.020516,-0.007461,-0.010749
0.087809,-0.057052,4.111537,1.717719,0.140294,8.909060,-0.023476,-0.056888,-0.030382
0.092814,-0.054158,4.143798,1.716338,0.140360,8.908961,-0.034821,-0.093358,-0.058006
0.097829,-0.051988,4.194047,1.715910,0.139900,8.818359,-0.032322,-0.065504,-0.031072
0.102832,-0.052580,4.235746,1.716403,0.140064,8.908040,0.014704,0.039237,0.017631
0.107808,-0.053172,4.265048,1.715022,0.140755,8.908172,-0.005685,0.028418,0.001583
0.112816,-0.054750,4.282773,1.714956,0.140064,8.797180,-0.040280,-0.079809,-0.059486
0.117810,-0.053336,4.334700,1.715516,0.139834,8.907645,-0.026304,-0.078822,-0.070732
0.122815,-0.052580,4.376235,1.714595,0.140393,8.906889,0.010528,0.000794,-0.015649
0.127809,-0.047449,4.384719,1.713608,0.140163,8.907810,-0.012821,0.004280,0.002833
0.132815,-0.052612,4.386692,1.714036,0.139867,8.782776,-0.026699,-0.019135,-0.032519
0.137809,-0.049850,4.421091,1.714397,0.140262,8.906297,-0.019826,-0.043569,-0.041563
0.142815,-0.050475,4.469367,1.713345,0.140229,8.905870,0.000465,-0.038044,-0.026764
0.147811,-0.049357,4.515046,1.713049,0.139637,8.766760,0.000564,-0.006967,-0.022095
0.152815,-0.050870,4.564901,1.712983,0.139966,8.904587,-0.008513,0.013126,-0.028080
0.157809,-0.050837,4.574536,1.712326,0.140360,8.905541,-0.030842,-0.021141,-0.045871
0.162815,-0.048206,4.571018,1.712424,0.139867,8.744068,-0.045147,-0.084479,-0.052119
0.167809,-0.049817,4.592328,1.712687,0.139867,8.903896,-0.028244,-0.075008,-0.024002
0.172814,-0.049324,4.624095,1.712227,0.140294,8.904521,0.013948,0.007831,0.013192
0.177809,-0.048140,4.638335,1.711175,0.140031,8.895510,0.003326,0.025228,-0.010124
0.182813,-0.048370,4.641459,1.711767,0.139670,8.755283,-0.039656,-0.032191,-0.066490
0.187807,-0.049127,4.645076,1.711898,0.140262,8.903765,-0.046562,-0.070338,-0.056460
0.192820,-0.049620,4.634750,1.711109,0.139966,8.903929,-0.013183,-0.057282,-0.003909
0.197809,-0.047186,4.618275,1.711208,0.139538,8.749955,-0.004271,-0.034525,0.004477
0.202814,-0.049423,4.595682,1.711175,0.139702,8.902417,-0.007395,-0.002330,-0.025087
0.207809,-0.048929,4.586770,1.710418,0.139966,8.903337,-0.016964,0.017598,-0.041103
0.212813,-0.047581,4.594531,1.710188,0.139439,8.740583,-0.021338,-0.015485,-0.035972
0.217809,-0.049521,4.558948,1.710616,0.139143,8.902022,-0.032256,-0.084413,-0.035282
0.222815,-0.050606,4.469630,1.709991,0.139505,8.902614,-0.011505,-0.065273,-0.030875
0.227809,-0.048074,4.422143,1.709234,0.139275,8.902285,0.004181,0.000892,-0.021503
0.232816,-0.049028,4.425695,1.709432,0.138815,8.767155,-0.016241,0.012271,-0.034525
0.237810,-0.046956,4.420828,1.709497,0.139571,8.901792,-0.030448,-0.017326,-0.037090
0.242814,-0.049094,4.388665,1.708741,0.139242,8.901825,-0.018280,-0.048469,-0.023509
