0.002862,4.431318,3.789848,1.820815,0.137302,8.923563,0.013455,0.219450,-0.514392
0.007814,4.428128,3.698162,1.821506,0.137170,8.923069,-0.145021,-0.038241,-0.241639
0.012815,4.431022,3.706186,1.820651,0.137828,8.923036,-0.134859,-0.288106,-0.170277
0.017809,4.430726,3.803660,1.820750,0.137170,8.913006,-0.003317,-0.279687,0.035883
0.022814,4.425103,3.865255,1.821572,0.137072,8.922642,0.086428,-0.018214,0.055121
0.027809,4.432141,3.830034,1.820684,0.137565,8.923102,0.006187,0.162229,-0.130420
0.032815,4.437567,3.728680,1.820191,0.137729,8.923464,-0.110557,0.052786,-0.204347
0.037811,4.439737,3.688231,1.821374,0.137105,8.904521,-0.094311,-0.179584,-0.083821
0.042815,4.441118,3.761796,1.821046,0.137335,8.923135,-0.015715,-0.322143,-0.012393
0.047809,4.443914,3.853876,1.820223,0.137696,8.923135,0.040618,-0.149592,-0.047943
0.052814,4.448847,3.837664,1.820815,0.137335,8.890545,0.020032,0.163216,-0.077112
0.057810,4.451083,3.740618,1.821276,0.137302,8.922707,-0.060439,0.169826,-0.102796
0.062814,4.456871,3.710922,1.820717,0.137828,8.923234,-0.114240,-0.159293,-0.103684
0.067809,4.462034,3.774326,1.820914,0.137368,8.897516,-0.060110,-0.382784,-0.078099
0.072815,4.458416,3.849272,1.821407,0.137105,8.923332,0.033646,-0.189153,-0.061853
0.077810,4.463777,3.838716,1.820750,0.137696,8.923102,0.035061,0.177192,-0.054454
0.082814,4.467065,3.751667,1.820454,0.137696,8.921589,-0.042056,0.218891,-0.047482
0.087809,4.472722,3.689283,1.821309,0.137203,8.902482,-0.096021,-0.115720,-0.096712
0.092814,4.473741,3.744136,1.821309,0.137532,8.922872,-0.072311,-0.417577,-0.150940
0.097809,4.474662,3.862295,1.820355,0.137795,8.923135,0.002964,-0.266402,-0.111313
0.102814,4.479957,3.877094,1.820881,0.137302,8.885480,0.075312,0.213662,-0.002396
0.107809,4.482851,3.779522,1.821407,0.137400,8.923168,-0.005619,0.276835,0.014606
0.112814,4.488737,3.692308,1.820651,0.138091,8.923102,-0.138641,-0.155150,-0.143508
0.117809,4.491138,3.729568,1.820914,0.137532,8.903929,-0.114898,-0.424483,-0.179321
0.122814,4.489165,3.822865,1.821605,0.137137,8.923332,0.018618,-0.236147,-0.045147
0.127809,4.486106,3.861013,1.821111,0.137664,8.922872,0.082383,0.148845,0.033022
0.132814,4.487060,3.800108,1.820487,0.137762,8.925700,-0.008776,0.249705,-0.041990
0.137809,4.494393,3.717170,1.821473,0.137302,8.893800,-0.132426,-0.077967,-0.153374
0.142814,4.489165,3.732955,1.821407,0.137433,8.922905,-0.113944,-0.378837,-0.164818
0.147810,4.487849,3.825693,1.820519,0.137598,8.923036,0.007897,-0.276103,-0.052251
0.152814,4.495643,3.870714,1.820848,0.137072,8.888538,0.079456,0.105008,0.021117
0.157810,4.491894,3.791854,1.821276,0.137302,8.923168,0.008390,0.245759,-0.054388
0.162815,4.488079,3.698787,1.820552,0.137927,8.922773,-0.133939,-0.051330,-0.174881
0.167809,4.487159,3.710593,1.820815,0.137631,8.903633,-0.110425,-0.319939,-0.133774
0.172814,4.484528,3.814282,1.821407,0.137170,8.923234,0.015822,-0.259529,-0.006638
0.177809,4.475517,3.881533,1.821013,0.137729,8.922905,0.076069,0.008916,-0.012065
0.182814,4.474103,3.829409,1.820388,0.137729,8.919517,-0.009006,0.194654,-0.110656
0.187809,4.477523,3.726181,1.821309,0.137203,8.899128,-0.104736,0.055976,-0.119896
0.192816,4.469236,3.693394,1.821309,0.137499,8.923069,-0.102368,-0.262916,-0.088491
0.197814,4.463612,3.774950,1.820519,0.137729,8.922872,-0.019201,-0.372359,-0.078362
0.202809,4.460718,3.853975,1.820750,0.137170,8.894622,0.038152,-0.079710,-0.061755
0.207815,4.453385,3.830100,1.821177,0.137137,8.922839,0.033548,0.267562,-0.047318
0.212809,4.446906,3.737329,1.820618,0.137927,8.922971,-0.090365,0.118656,-0.080960
0.217814,4.441677,3.701352,1.820717,0.137598,8.889196,-0.132820,-0.297906,-0.113155
0.222809,4.440428,3.778765,1.821440,0.137236,8.923332,-0.037781,-0.388637,-0.111346
0.227814,4.425794,3.856080,1.820980,0.137664,8.923102,0.058080,-0.080434,-0.046989
0.232809,4.419874,3.834638,1.820322,0.137696,8.923694,0.044433,0.257762,-0.016636
0.237814,4.419710,3.726839,1.821210,0.137203,8.892485,-0.060702,0.188669,-0.055737
0.242809,4.409548,3.676622,1.821440,0.137696,8.922905,-0.126737,-0.235522,-0.132459
0.247813,4.404714,3.743281,1.820651,0.137795,8.923201,-0.070601,-0.455888,-0.156498
0.252812,4.395637,3.852166,1.820717,0.137105,8.894392,0.053970,-0.140910,-0.053763
0.257813,4.392974,3.864137,1.821210,0.137236,8.923003,0.092216,0.294002,0.029897
0.262809,4.384916,3.762881,1.820519,0.137894,8.923135,-0.048929,0.207545,-0.062840
0.267814,4.381463,3.678529,1.820684,0.137664,8.904916,-0.172283,-0.266763,-0.184155
0.272809,4.372913,3.715756,1.821407,0.137137,8.923201,-0.091220,-0.428100,-0.123448
0.277813,4.367125,3.819807,1.821078,0.137466,8.923069,0.075641,-0.125388,0.013389
